Traffic_Congestion,Accident_Reports,Weather_Conditions,Potholes,Road_Closures,Traffic_Patterns,Hospital_Proximity,Road_Type,Emergency_Response_Time
4.1405199601615355,4,7.407858204690843,2,0,5.2857110701408505,14.59870127256653,City Road,22.312603550572764
3.6856070581242846,0,5.968382709439092,0,2,3.3273924496961937,14.33648858006978,City Road,13.545141149923143
5.256176498949491,4,2.101719119895148,8,1,6.5967668379523,7.0185394816438205,City Road,19.920252098154933
2.845545349848576,4,9.939323203915762,6,2,8.414419656664048,9.850247235345138,City Road,15.879970658337228
6.813181884524238,3,7.371639479157146,0,1,5.29929219568351,13.915144693331332,City Road,15.53054386005942
2.447303862078625,0,4.5353798187595595,2,2,4.297996665784963,3.07420587169076,City Road,20.35038735910982
7.921321619603104,3,9.034149279982707,3,2,5.655464075596893,12.728202844051102,Local Road,15.807749112339014
6.633468615779945,0,4.067452962334545,3,0,3.2901762662926854,14.380434633467027,City Road,15.191627502466115
3.1922940892050344,1,6.352132633462013,4,2,7.922925506881649,4.095908812002685,City Road,22.538326121893636
2.0331327027416144,0,7.088566109838601,2,0,7.958044865701121,4.937372232395052,Local Road,11.519141857465096
6.892768570729005,3,3.7685069716298276,2,0,6.52800278057777,14.528955633256265,Local Road,20.13838934245316
6.241144063085702,4,9.827178230404767,0,0,5.118617333630337,9.450481723684156,Highway,13.730880906859369
6.374043008245923,0,7.98553524783198,6,0,7.7987001866747,3.1703596136606844,City Road,10.232473627392855
6.627622080115675,0,6.4625058040885595,9,2,6.328122148730203,6.09158398516235,City Road,12.50146403309038
2.444267910404542,2,3.444756785402407,0,1,7.955593851300097,8.399324091226315,City Road,19.099922946638017
4.150794371265635,4,2.430865655984209,1,1,6.788752755498123,11.314906932297212,City Road,20.63690787228906
2.6952143571507783,1,4.560478660167868,3,1,7.706432839276784,11.797924537641595,Highway,10.315866753344801
7.178620555253561,3,8.025498687307223,3,2,6.59137795930656,14.945058155105473,Local Road,10.546381649525802
5.7397887609653475,1,4.1546503864162005,4,0,5.484846409293997,6.450134392605108,Local Road,23.538131722644295
3.985388149115895,4,6.316449763964041,1,1,8.747675159556826,9.458641222421702,City Road,11.099587271705797
2.3813501017161416,0,7.823577413845945,3,2,6.246682949273069,9.39988257431526,City Road,23.412732379248567
3.865893930293973,0,2.863549717171715,0,0,6.63053711124323,7.86774311336685,City Road,13.422488706263586
3.9510999321604823,4,7.482384128926987,1,1,4.322925836488496,5.029942726109042,Highway,21.100267002373194
6.377637070028385,0,2.7349671016803576,0,0,6.753904736563658,14.72947875820611,Highway,14.645998734190181
5.8253448281312785,0,9.721037937015971,9,1,6.429645896897663,13.239806239999034,Local Road,22.88128038413776
7.323276455457959,0,5.907153040519517,9,1,4.10903038768215,8.979996339530846,City Road,20.506822981365367
4.8332895509716955,3,3.205408861679019,3,1,3.357522584118862,10.238945072208358,City Road,16.027201879025426
2.71756547562981,3,4.739069088268372,3,0,6.626155918288626,5.727132642715947,City Road,11.144536812611193
6.2794687233379705,2,5.307331594362092,6,2,7.582153616101923,9.525444844700964,City Road,20.990502758062107
6.564710291701385,1,8.065480088612299,9,0,6.140408225532049,11.33964159745771,Highway,19.253271339477724
5.367663185416977,4,7.947390288612874,8,1,4.360635751917874,9.182004340639065,Local Road,10.043675767506832
6.6258030797273655,4,6.895524042698648,8,0,6.99913186015821,14.883422047019295,Local Road,10.141297839586679
4.9627735781863445,4,2.8474457004679437,4,2,3.4806343596576133,10.336099874972714,Highway,22.13189459789041
5.136396976291964,2,3.2125549727013887,9,0,5.651002228811728,7.451684551106029,City Road,13.890996082027808
4.565246110151298,3,2.750055365164453,0,2,3.980200550390521,12.265824331390057,Local Road,19.542005015920985
2.1525147604645714,2,6.6173822663004005,0,2,4.1067543063593,5.045550138979705,Local Road,16.81321629647871
2.6473485619598267,4,9.01710753209123,5,0,4.213763694949222,7.614189764475198,Highway,22.95145021782651
2.1885751141204057,1,5.470404098038174,1,1,5.320242342263867,7.16350740453103,City Road,23.75441669653733
5.818462467582682,0,3.2867853916619696,7,2,3.3069012337223858,8.181685141293327,Local Road,24.95211569018281
3.88613588645796,3,6.464338601191736,8,0,5.386760645574589,12.381357911144715,City Road,12.305262037108703
5.051424146988216,3,8.494017734925679,3,2,6.070244682688205,8.81007638596089,Local Road,22.94446069713213
7.445398843556558,2,7.93369649210344,4,1,5.8997657097979515,12.528173403191552,Highway,13.990320650932027
3.4957533748932494,3,9.051606237400172,7,0,5.296704602418243,9.91786683767839,City Road,18.862238123432615
4.462297538213779,4,4.223216777990943,2,0,8.034879648424514,7.104833215890665,Highway,17.586592508038166
6.533306831258292,4,3.551630938142199,4,0,3.8719601545230247,12.71974492420167,Local Road,10.269821973585815
3.3727889929497348,2,9.038531887535509,2,1,6.034180462688244,5.8594760466370985,Highway,23.99156919859142
2.461879458972758,4,7.260482502224185,9,2,3.3722485017393256,5.692595757597546,Highway,11.174905827238277
3.738508717482608,1,4.487431440060433,2,0,3.4269340732674585,9.05403508865803,Highway,20.323283791116037
2.9673277235240265,2,7.9387844045800735,2,2,6.443195098062578,6.130190951545067,Local Road,21.77510254312393
7.578185914055439,1,8.520947075842944,6,2,6.3961105493269255,3.109044419414596,City Road,21.929317735715266
6.848722277386502,0,6.919825922729059,6,1,8.268201077066742,10.779570327585619,Highway,12.032417783932672
5.800422539062541,1,7.503072879039321,6,0,6.347242053960439,9.133125857668777,City Road,16.713549257619583
7.228763541126306,0,5.002079235541331,9,2,8.758746122429102,8.346213773917935,Local Road,22.441433056509698
6.822032461394687,0,6.309565338744313,7,0,3.292169090399579,14.603622175419783,City Road,14.54018815568132
3.1194203533162153,1,6.193273365809298,4,0,3.5880461086844466,9.854390207554964,Highway,17.016230130619952
7.355353990939866,2,8.784382329046174,4,1,3.264395169422288,13.361178933472614,Highway,14.091908390497686
5.2360534514939046,4,8.71971184225746,3,0,4.11166110200124,4.673402834461922,Highway,16.953271268279863
6.844640930984375,4,8.661443754776347,6,0,6.247620665650069,9.830477557553133,Highway,23.3175688388932
7.376547799540959,0,2.0882529140997264,9,2,6.873433088564568,13.415755520770835,Highway,16.82686346549154
3.9080208498311833,0,7.996363875751106,3,1,3.273510947692013,9.997269087358776,Highway,18.338680256114806
2.6603115471660606,2,8.069411120888038,1,0,8.675825339073596,11.61617013752402,Local Road,16.059644249546253
3.36761097525165,3,7.427030582841135,3,2,8.052992259902286,7.4645228137464885,Local Road,16.90175774804988
4.562646731757538,1,8.050117263131622,7,1,4.779674892942559,4.109394204444799,Local Road,10.227612985696325
6.9080885955349585,0,8.73576297197367,8,1,3.4631251813588078,8.494803541524856,City Road,14.25618264940684
7.164383499538061,4,5.762552432814285,2,2,4.019322439314344,7.73375269006629,City Road,16.548725826127367
2.041712783187144,2,6.016401707907577,6,2,3.761666482529836,13.404722188547368,Local Road,19.506954639890935
5.064483815465394,1,2.997712455291124,8,2,3.739702675793681,5.9279436282296665,City Road,16.75077895830838
4.504466018892674,2,5.0830070643788945,3,2,6.111370131994404,14.600810730421298,City Road,15.06725564982346
3.3326468628243813,1,7.146921439294275,9,2,4.475084654960401,14.497657437653954,Highway,15.821481030162357
2.7191922040020966,1,8.243198209178196,2,0,5.148838299174867,5.971579716857264,Highway,13.634399938006998
4.025691028421768,0,3.7376727815296844,4,0,8.937032000305935,7.176623465727846,City Road,23.867414241610796
7.657458223475115,2,3.102583193273883,0,1,7.105885493552068,13.746668890486621,City Road,17.826148386863718
3.9392175921245314,2,7.304336036003938,2,0,8.693884002282008,14.599466650753289,Local Road,10.201141808081847
5.112743730460196,4,2.015039068199285,7,0,3.8553393301986936,8.321269234032528,City Road,10.291693876293198
6.2181137533710675,4,3.4269806744586386,7,0,5.292836848995416,6.851964547690773,Highway,24.594424524280626
4.181777614275764,0,2.23257104275163,3,2,6.328390819694126,9.313128159018504,City Road,13.321763370598676
7.830692496325764,0,3.3350809428389674,1,1,3.460548371332428,11.253230476388818,Local Road,22.08412433221472
7.774683769652667,3,3.450554239404042,7,1,3.025124661767747,6.281694184499758,Highway,10.874129523408618
3.510693774952185,4,5.101388758003154,7,1,7.022606002781505,11.837678095428874,Highway,23.817441050418235
4.983491035354312,1,5.218616997492448,9,1,6.850917100808612,3.6198882853756924,Highway,23.116255055000174
3.805269858900618,2,8.994099764881902,3,0,5.464732859997671,3.5915339131729973,Highway,18.56639743651772
3.7090429662648057,0,6.080877699990602,2,0,5.937864456192196,7.635452461746542,City Road,10.134979859248837
2.2213216841271968,2,7.78723812489829,1,2,5.492658003552537,7.241678304728647,Local Road,13.867163110350063
5.657386003879381,2,2.8330988633622995,8,1,3.144030269069333,6.787598584405828,City Road,16.102339710976974
5.016074139373169,3,3.803510043709551,0,0,5.012229637304775,8.89223715202692,City Road,16.900961751213426
2.3088725074999363,4,7.623547527829414,6,0,4.062493532383739,6.848802987738855,Highway,14.465181378435581
3.6718787854196684,0,2.4224316837482247,4,2,3.5905451346082122,5.307095021617103,Local Road,10.494218023682949
7.449595315799922,2,5.892781297950025,7,2,8.740322603336098,6.713634589063211,Highway,18.85191108889813
3.4373713440018347,0,6.794951725303471,3,2,6.596158350252994,14.69885127372282,City Road,17.86232001542134
2.8693692325473386,1,6.817165152419848,6,0,7.371937705419616,7.933361003938183,City Road,14.245009531436166
4.936716561665378,3,2.1834624901443362,4,0,4.892182459596705,8.336553322300029,Highway,10.569639513544098
7.913902724663604,1,4.576864033833484,4,2,5.358882776964091,9.91853987941368,City Road,24.918912808329104
3.4523316290690023,0,7.091925208393232,8,1,4.421543963380341,14.800089220970719,City Road,17.22979280239609
6.032813284435271,0,3.1919978891939476,8,2,3.5817940257925485,5.899215317229157,Highway,21.340063626611155
6.569717691972306,4,7.563325186624426,8,2,4.074189824649503,11.175385326389206,City Road,16.78471052577003
3.425825263954398,2,7.967401670509396,5,2,7.785084271778915,11.591816322500689,Local Road,10.647554362944122
6.3692980916711575,2,9.855753523569163,5,2,7.065274831102655,10.28789300151679,Highway,14.6440111762825
4.20669879631552,1,3.6787359588512754,4,0,6.281573255912861,4.0629400756397285,Local Road,14.801652115088519
5.793834983561477,3,8.601045341328922,8,1,5.850539237200609,11.122467309930919,City Road,22.57529356073524
5.801178264565368,2,6.162372615349232,9,2,8.534605701936748,3.7691365324341057,City Road,19.813449669998114
5.214648104448551,4,4.9877007691533874,7,1,3.43640968667201,10.153711794598763,Highway,14.131448554592094
2.54173862032645,1,2.9790140586014235,6,1,4.683604879427496,11.874974126660913,City Road,24.51609931988629
7.011814973535428,1,7.884044851900301,6,1,5.099627121424284,5.531638687439405,Highway,14.82312748596807
3.924680389830415,4,3.8868607931494967,5,2,7.6945548732767275,13.099464090513289,Highway,24.973510387430807
3.119111062399125,3,4.971376014984366,4,0,8.955087720971829,3.364245666396051,Highway,24.94245539755395
2.2446508493285835,4,2.5003378151789475,3,2,4.444023088542918,13.125754363899674,Highway,12.868157766201128
5.545357659129451,3,8.410935326556153,2,1,8.245844004822484,8.52394860771318,Highway,14.691116742826003
6.065386171053694,4,8.132708191773148,2,1,7.983736562590748,5.611055279179734,Local Road,17.29066297726981
2.099526973567137,4,7.8689266403385,5,0,4.3479443858505995,4.6053377399276165,Highway,19.961510067218363
5.072558349795686,0,4.395548083935093,3,2,5.395995481195335,14.43968601098847,Local Road,17.92071173505699
3.3589746511876277,1,3.387840594127658,5,1,5.458037215755114,3.8719870509738805,City Road,24.541622036983853
5.871036742456699,4,7.100426115761838,2,0,8.86932401115935,5.389121039231108,Highway,20.85983746353537
3.0461985740299484,4,5.969331072905756,3,1,4.0853514082733895,7.173868169196552,City Road,13.180672740744615
6.145626428614795,2,3.4260197352371327,8,0,7.794947826628692,10.442818187533446,Highway,11.576463253204574
4.3204120778032244,1,7.48729016839891,4,0,5.00515628503866,9.537613023313181,Local Road,20.326019360640352
7.620379932420407,2,9.929011454570428,6,2,7.385222074656962,4.507721908947768,Local Road,12.376786602711444
2.8251256648759595,1,7.977756701936301,9,1,5.520066025773977,6.476735804858576,Local Road,21.81515260503631
4.046398106301551,2,7.919891093484894,1,2,6.47015857869924,5.865021253032289,City Road,14.665550008905054
2.6808411274435344,4,9.602502023444734,4,1,7.995670639956787,5.562514253884096,Highway,14.903398945834098
7.548161709671376,4,3.6234909405992175,8,2,7.824993389903305,7.933732037759844,City Road,10.16197588584268
7.264036120285886,0,6.524399719371523,2,1,8.1985391012382,11.448377431099882,Local Road,20.51516900642561
3.5476497662909336,2,9.837173720271068,8,2,3.357703952067954,5.609435186606831,City Road,11.699046295970287
5.959904276205075,3,3.3223528877613964,5,0,7.152303318238469,7.400146556435777,Local Road,21.593208661952772
6.903333201207295,0,7.602015675556168,3,1,3.8399242603305774,7.691009122093947,Local Road,17.3780173287581
5.331204869596774,2,6.686481167775216,6,1,5.494911408110466,14.717478353224923,Local Road,21.764197224318536
5.177903470136039,2,6.691832737509656,7,0,6.291530490328131,14.455996282548826,Highway,18.75889808796612
3.45111374540271,0,7.581365020160601,5,2,5.416436908480985,12.601650993024911,Highway,11.236499080284862
2.558616606835395,4,9.436935383005473,4,1,6.117670054818045,5.899907049830222,Local Road,21.484785050577745
7.38329454771996,2,8.260655518810704,5,1,8.979157852791715,3.8164477691000362,City Road,11.046992273421246
7.402508342979983,4,2.44908882732968,4,2,3.8113038822771284,6.802849652647497,City Road,17.180525808539983
5.798608743639607,0,8.82182415900569,7,0,7.052736272018553,6.20153459320597,Highway,12.585238212174449
4.034178746292204,4,3.804330639405861,0,2,5.376005798313692,9.071109601756726,Local Road,21.285027669668274
4.095257447675966,1,5.015313317890976,6,2,3.798058793443973,12.332734920813516,City Road,23.673868417091896
6.355734073221436,3,5.693862508899057,9,2,3.952420580245857,13.299875266546296,Local Road,18.311892450374113
7.382661559715462,2,5.847248006024557,9,1,8.695638637473701,13.138369024926103,City Road,17.907209414487706
7.322518545590704,3,5.481443194042854,1,0,8.277608980270571,7.316106734676813,Highway,21.459447944884268
6.679253275145744,4,9.498826353726916,8,0,8.44225176249013,11.246812121528194,Local Road,10.076182194635908
5.852189876925727,2,7.648152061312197,0,2,8.949196654964318,6.75401037029064,Local Road,23.76637963952741
2.504839789970293,4,7.049365167653651,9,1,4.249892340051108,3.7308665188221926,City Road,12.961732256366975
2.9697722845676826,1,2.3987362222635324,5,2,5.132636024184371,11.418783187235308,City Road,24.76178325739356
7.391325131162476,0,9.231306642082998,8,1,7.0153141795492004,3.117930630837454,City Road,21.04380921940693
5.638574357957539,2,9.27512153606717,0,1,5.902815239163884,7.910191049501863,Local Road,21.613767215510066
2.055182309699778,1,8.241704507440819,3,1,5.510337200270001,6.952551231624909,Highway,19.8430447056041
2.6088292571961924,1,2.0562336305089532,3,1,5.1468674960135585,11.320530462226229,Highway,17.074947741777404
5.981010614648335,2,2.458242008620987,8,0,6.562683791660714,12.194945673124547,City Road,18.574415400417482
2.030369503077312,4,3.801789618147918,4,1,6.453560571840492,6.649135631655406,Highway,10.696043290226886
2.964848308504992,1,3.0507952651592536,4,1,3.9687470043854405,12.739524173338243,City Road,19.359392641480213
5.2924027361995165,3,5.1906882376298356,5,2,5.830439025110635,6.527001126059205,Highway,19.3914715298057
6.15137118615616,1,9.380984464702317,0,2,6.3208306572590995,8.355916319838734,Local Road,23.368011961027143
5.911767557015603,4,5.776483473575986,0,0,6.421721632388342,11.724222324169608,City Road,17.58484536145329
3.3456158567633585,4,2.107221011457325,8,2,4.260643157474111,11.315042750697463,Highway,11.157165611290916
6.273075328085215,3,4.261965516630096,2,1,7.453628353513721,14.8484216677464,Local Road,14.592938807231217
3.4234945249808004,1,2.3567592669836923,3,2,3.151194568926418,5.7019322905911825,Highway,19.834441181714762
3.9523981889556064,4,2.2903009809080173,0,0,5.128991133258976,10.947814962474988,Local Road,13.588882941271958
6.478948430708145,2,4.205758824764418,8,2,7.681275891213801,10.316182899309329,Local Road,14.207917327831014
5.8977973942832875,0,4.204898709431563,7,2,6.383357526332414,13.981181453880358,Highway,22.307035245412802
7.095340462965067,0,8.297012820812832,1,0,4.566974595065162,4.876345699738501,Highway,18.764795976440634
5.94567735380206,0,9.798677222248894,7,0,7.169718716058286,12.021577963043196,Local Road,17.627911476603586
5.40985162001283,1,4.969656751119986,6,1,6.40434566493644,9.81922339522522,Local Road,14.776779502087065
2.562048606968555,3,5.431095030888309,5,2,7.777461656738323,6.295990437454865,Local Road,20.963920538995502
4.206294818356601,4,8.758315490288172,0,1,7.41015111713894,8.69321896976609,City Road,14.31577651735044
3.5912142060903527,2,4.145112160764107,6,2,6.660647532217408,7.005319164837573,Local Road,21.055952764662628
3.4639378602745015,2,3.2510544352275836,9,2,5.929066051864885,9.951760833461531,City Road,11.05152220401163
7.838063328514673,1,8.824716987229204,6,1,3.7990927540051405,13.66800732977599,Local Road,22.968120123731254
4.358586348000562,0,2.372004691520524,8,2,4.567998107312302,9.831659812946423,City Road,17.493496950638992
7.35227933106268,1,6.957595521595326,0,2,5.514596837502512,10.580669019919009,Local Road,16.57762025048455
5.786831755983577,3,6.495942779734454,1,2,6.595795722038332,9.224974165376514,Local Road,19.16535117312887
6.7688678212498905,3,4.767363580013554,8,0,6.082247131291829,3.613986077345711,Local Road,19.362881093444056
5.015822558631153,4,4.521516168778872,8,1,4.729107155757177,5.7943026825131305,Highway,11.980527653349933
5.461423307758155,4,8.17486180945297,5,0,3.0387861467382633,8.904020753184993,Highway,21.3435038472432
4.955106162913183,3,2.691396886100372,5,1,5.977435331404884,6.722823404936458,Local Road,14.138924469250943
3.1714579267882668,3,3.894274474491083,3,1,4.713755931373458,5.181163173134331,City Road,23.57442820254871
6.334712691569032,3,7.859589854704718,3,2,7.40764980426321,9.04959410302126,City Road,22.267759951222487
3.6846341746451348,1,6.386564669811394,4,1,3.143677591622901,6.873717521374203,Local Road,15.193990623021227
2.145895798588723,3,3.023905668268691,2,0,6.508966867834745,6.097291718080976,Highway,22.116089398010715
5.872833775443007,2,9.057084914256482,0,0,8.648845425036392,8.567825009284569,City Road,15.345857489498563
3.0626640764422937,0,5.147582772508732,0,0,4.046455602668997,4.599411096986078,Highway,11.51421522454061
7.642751506117486,3,8.622947002577384,6,1,5.829896944503572,14.132948796904888,City Road,24.428323580885618
7.723571462015524,0,8.301704124221668,0,0,3.548531950902829,13.412425175030869,Local Road,19.789030228231603
7.489186341322691,1,6.995403571773824,0,1,6.754091473568115,11.491447028886423,Highway,16.841492899938874
4.220952201532667,0,5.955849050360744,2,0,6.303190083577354,4.274565931061474,City Road,15.966600272965595
2.0927396991732046,1,9.836406723054054,9,0,5.444193145276994,12.310527053636317,Local Road,14.87058001387396
7.5699113755263525,2,3.1597205790385363,3,1,6.128262128842447,12.695487937308227,Local Road,24.721713931436938
4.569104889903886,1,7.801245820408918,3,0,8.379447950814061,12.213175412572053,Local Road,12.02120897696361
7.799928914262018,1,3.529525611718312,1,2,4.177765813866403,4.367590645430894,Highway,14.722075883808525
7.7817198625355175,4,4.706104842658787,0,1,3.1353870702320834,10.726895484813177,Highway,17.28246460423995
7.118056732804161,3,4.469589946985562,2,1,8.169989308194605,13.011897548992783,Local Road,17.16999317581467
3.766693352417514,3,9.576287901909783,3,1,6.462702494327439,9.928240814636013,Highway,17.070497266117652
4.310586371611551,2,9.738849422306203,2,2,8.343950732771054,10.756888502737068,City Road,12.636757237455727
7.106820029101142,2,3.4641235538778172,7,1,6.581671340479035,8.500361753115675,Local Road,12.173987906642509
3.901532030937666,3,2.1762812823800335,9,0,7.8609665397582145,9.344487838608632,Local Road,13.8215137949293
3.016956480116555,4,7.760064317304905,0,0,5.578040180130888,3.4125223002207026,Highway,23.71789230703084
5.340807574750101,3,5.343919470963875,1,0,7.499159587729613,10.667556263679415,Local Road,11.695794517517651
7.616928644964686,4,2.710721960700515,6,1,8.478248801339136,3.9773665546939103,City Road,21.36137655059987
6.176178780049838,2,7.47003284461634,3,0,6.432737782333238,8.22017513208268,Highway,21.363225897000568
5.42036702053619,0,6.3608442260855975,7,1,4.084710903374277,6.511861172008894,Highway,22.146556058458934
2.5830589626246114,2,9.844134576008848,2,0,4.612785690181189,9.545135402540557,Local Road,23.299232334840333
5.690043360195018,2,3.8192759668910314,5,2,4.191867461384435,4.6009960262784855,Local Road,13.945542663083954
7.94032310062558,1,5.231823010612386,8,2,4.481142165574397,11.299720823679818,Local Road,13.368392039033445
2.8405040914191444,1,6.340366427163383,0,2,4.8384926961062185,12.540138443141645,Highway,16.982584997912195
5.10997791418242,1,8.333599907626812,0,2,6.330802720519131,4.960253396917878,Local Road,13.976337531280542
7.264238431567732,1,6.39070925376047,7,1,6.527949776782997,4.251757048222586,City Road,21.014649834746614
6.444611706525227,4,6.903201286895594,2,0,5.558998483451167,4.74618579344831,Local Road,19.539093651121505
6.182094445971607,3,3.809176412719526,4,2,6.692524678925013,13.52553074278202,Local Road,23.12481532078977
6.214904503922655,0,8.775349824708478,0,1,3.4894495536681953,9.338271141076273,Highway,11.241074552306074
4.156946907318531,2,5.429044375763806,4,2,3.52672942234896,8.60713195209003,Local Road,23.726250000371124
3.76155106558696,4,3.127677020174154,5,2,4.030976762145951,4.280541829228252,Highway,14.400229400051343
6.856166932871082,0,7.313503316043339,7,1,6.108464988242068,10.794672081083542,Local Road,17.36041518890476
